id,name
Q10284753,Francisco Fernandes Lopes,"Portuguese writer, polymath and physician (1884-1969)",+1884-10-27T00:00:00Z,+1969-06-06T00:00:00Z
Q6872108,Mir Lawang Khan,Pakistani activist,+1901-01-01T00:00:00Z,+1973-01-01T00:00:00Z
Q123867,Marquis de Sade,"French nobleman, revolutionary politician, philosopher and writer of erotic works",+1740-06-02T00:00:00Z,+1814-12-02T00:00:00Z
Q85766,Friedrich Siebenrock,Austrian herpetologist,+1853-01-20T00:00:00Z,+1925-01-28T00:00:00Z
Q95099205,Jindřich Haša,,+1876-10-19T00:00:00Z,+1949-01-01T00:00:00Z
Q65861,Erich Adickes,German philosopher (critical empiricist),+1866-06-29T00:00:00Z,+1928-07-08T00:00:00Z
Q105817345,Muhammad Dakrub,"Lebanese thinker, critic and communist",+1929-00-00T00:00:00Z,+2013-11-24T00:00:00Z
Q90790274,Kenneth W. England,,,+1991-07-19T00:00:00Z
Q311772,Donald Davidson,American philosopher (1917–2003),+1917-03-06T00:00:00Z,+2003-08-30T00:00:00Z
Q112385981,František Jablonovský,,+1956-00-00T00:00:00Z,
Q190302,Claude Adrien Helvétius,French philosopher; (1715-1771),+1715-01-26T00:00:00Z,+1771-12-26T00:00:00Z
Q395722,Agostino Steuco,"Italian bishop, philologist and philosopher",+1497-00-00T00:00:00Z,+1548-00-00T00:00:00Z
Q23731487,Dalva Graciano Ribeiro,"Brazilian geobotanist, taxonomist",+1965-00-00T00:00:00Z,
Q723578,Jon Barwise,American logician,+1942-06-29T00:00:00Z,+2000-03-05T00:00:00Z
Q575886,Mingote,Cartoonis and writer (1919-2012),+1919-01-17T00:00:00Z,+2012-04-03T00:00:00Z
Q4523750,Chicot,French jester,+1540-00-00T00:00:00Z,+1591-00-00T00:00:00Z
Q4814993,Helen Gwynne-Vaughan,British mycologist and botanist (1879-1967),+1879-01-21T00:00:00Z,+1967-08-26T00:00:00Z
Q22689364,Kamal Mazhar,Iraqi Kurdish historian,+1937-02-14T00:00:00Z,+2021-03-16T00:00:00Z
Q95248987,Falk-Ingo Renner,,+1963-00-00T00:00:00Z,
Q3992785,Tommaso Labranca,Italian writer,+1962-02-18T00:00:00Z,+2016-08-29T00:00:00Z
Q55237681,Andrés Bellizzi,,+1952-04-21T00:00:00Z,+1977-04-19T00:00:00Z
Q106614856,Jenő Dallos,"Hungarian caricaturist, graphic artist (1940-2021)",+1940-04-13T00:00:00Z,+2021-09-11T00:00:00Z
Q945974,Louis-Marie Prudhomme,French journalist (1752-1830),+1752-01-01T00:00:00Z,+1830-04-20T00:00:00Z
Q78195,Walter Biemel,German philosopher,+1918-02-19T00:00:00Z,+2015-03-06T00:00:00Z
Q72062,Paul Ludwig Landsberg,German-Jewish philosopher (1901-1944),+1901-12-03T00:00:00Z,+1944-04-02T00:00:00Z
Q20511276,Levon Gench,,+1897-08-29T00:00:00Z,+1974-11-21T00:00:00Z
Q2544726,Walter Hellmich,German herpetologist,+1906-02-26T00:00:00Z,+1974-07-29T00:00:00Z
Q955831,Alex Yermolinsky,American chess player,+1958-04-11T00:00:00Z,
Q21078471,Frederick Joss,,+1908-11-15T00:00:00Z,+1967-04-22T00:00:00Z
Q22915096,Elizabeth Herriott,New Zealand scientist and academic (1882-1936),+1882-00-00T00:00:00Z,+1936-03-13T00:00:00Z
Q5948964,Husayn Muruwwa,lebanese marxist intellectual writer journalist and literary critic,+1910-01-01T00:00:00Z,+1987-02-17T00:00:00Z
Q21391001,Francisco Alonso Solís-Marín,Mexican taxonomist,,
Q1637291,Humphry Ditton,British mathematician and theologian (1675-1715),+1675-05-29T00:00:00Z,+1715-10-15T00:00:00Z
Q5445659,Feste,character in Twelfth Night,,
Q3134127,Hermann-Paul,French artist and illustrator (1864-1940),+1864-12-27T00:00:00Z,+1940-06-23T00:00:00Z
Q16269507,Philippe Tastet,French caricaturist,+1957-07-05T00:00:00Z,
Q3934098,Johann Heinrich Boeckler,German historian and polymath (1611-1672),+1611-12-13T00:00:00Z,+1672-09-12T00:00:00Z
Q1301355,Crates of Tarsus,,-0200-00-00T00:00:00Z,-0200-00-00T00:00:00Z
Q2683316,Jo Spier,Dutch artist,+1900-06-26T00:00:00Z,+1978-05-21T00:00:00Z
Q5246202,Dean Haspiel,American comics writer/artist,+1967-05-31T00:00:00Z,
Q30526862,Avigdor Mehler,,+1913-01-01T00:00:00Z,+1947-00-00T00:00:00Z
Q86737,Wilhelm Michaelsen,German zoologist (1860–1937),+1860-10-09T00:00:00Z,+1937-02-18T00:00:00Z
Q29889407,Valerian Cherni,,+1855-00-00T00:00:00Z,+1886-03-16T00:00:00Z
Q12042374,Oldřich Dudek,"Czech writer, screenwriter, drawer and illustrator",+1946-05-23T00:00:00Z,
Q98664361,Louis Audibert,,,+2004-00-00T00:00:00Z
Q1690325,Joachim Morsius,German librarian and author,+1593-01-03T00:00:00Z,+1644-01-01T00:00:00Z
Q336769,Pavel Florensky,"Russian Orthodox theologian, priest, philosopher, mathematician, physicist, electrical engineer, inventor and Neomartyr (*1882 – †1937)",+1882-01-09T00:00:00Z,+1937-12-08T00:00:00Z
Q1220101,Jean Nadasi,Hungarian theologian,+1613-01-13T00:00:00Z,+1679-03-03T00:00:00Z
Q119084113,Marcel Pok,,+1954-01-01T00:00:00Z,
Q95286005,Henry Hamel,,+1861-06-05T00:00:00Z,+1906-01-00T00:00:00Z
Q327601,Jean-Pierre Faye,French philosopher and writer,+1925-07-19T00:00:00Z,
Q15694844,Stephan Mösch,German music and theater scholar and journalist,+1964-09-14T00:00:00Z,
Q47258730,Alieh Karpovič,Belarusian propagandist,+1960-07-31T00:00:00Z,
Q122873076,Petr Polák,,,
Q5946184,José de Armas y Cárdenas,Cuban writer (1866-1919),+1866-03-26T00:00:00Z,+1919-12-28T00:00:00Z
Q90354350,Georgios Mavrogenis,"Cypriot writer, artist and politician 1928-2019",+1928-00-00T00:00:00Z,+2019-05-25T00:00:00Z
Q35813424,Neil McInnes,Australian writer,+1924-09-06T00:00:00Z,+2017-04-28T00:00:00Z
Q2626677,Pierken de Stadsgek,,,
Q1682174,Jan Rosen,Polish painter (1854-1936),+1854-10-16T00:00:00Z,+1936-11-08T00:00:00Z
Q7238196,Prakash Shetty,cartoonist,+1960-04-01T00:00:00Z,
Q269226,Ingemar Hedenius,Swedish philosopher,+1908-04-05T00:00:00Z,+1982-04-30T00:00:00Z
Q95391764,Lubomír Lichý,,+1945-12-24T00:00:00Z,
Q658745,Catius,ancient philosopher,,
Q16124894,Jawad Hijaziun,,+1937-11-20T00:00:00Z,+1995-03-07T00:00:00Z
Q282280,Vladimir Solovyov,Russian philosopher (1853-1900),+1853-01-16T00:00:00Z,+1900-07-31T00:00:00Z
Q1931028,Michele Arditi,Italian lawyer and academic,+1746-09-12T00:00:00Z,+1838-04-23T00:00:00Z
Q43885900,Hans Jurk,,+1920-07-25T00:00:00Z,+2002-02-22T00:00:00Z
Q1160462,Jenő Lénard,,+1878-05-02T00:00:00Z,+1924-12-02T00:00:00Z
Q29049137,Leoncio Afonso Pérez,Canary Islands scholar,+1916-09-12T00:00:00Z,+2017-03-27T00:00:00Z
Q12781703,Štefan Bednár,Slovak painter (1909-1976),+1909-05-15T00:00:00Z,+1976-01-15T00:00:00Z
Q3617929,Anne-Marie Meyer,German historian and university administrator,+1919-07-17T00:00:00Z,+2004-10-11T00:00:00Z
Q18276388,Joseph Mill,,,
Q6036215,Erdoğan Bozok,,+1932-00-00T00:00:00Z,+2015-01-05T00:00:00Z
Q18922716,Kipper Williams,British cartoonist,+1951-12-30T00:00:00Z,
Q28379713,Salvador Pruneda,Mexican journalist and filmmaker,+1895-11-03T00:00:00Z,+1986-12-08T00:00:00Z
Q6868683,Mumtaz Al Bahra,Syrian artist (1938-2017),+1938-09-05T00:00:00Z,+2017-01-16T00:00:00Z
Q98378,Rudolf Wilke,German caricaturist,+1873-10-27T00:00:00Z,+1908-11-04T00:00:00Z
Q110078,Johannes Rehmke,German philosopher,+1848-02-01T00:00:00Z,+1930-12-23T00:00:00Z
Q171091,Philip K. Dick,American science fiction author (1928–1982),+1928-12-16T00:00:00Z,+1982-03-02T00:00:00Z
Q5597561,Torsten Bjarre,Swedish animator and comics artist,+1915-05-22T00:00:00Z,+2001-03-01T00:00:00Z
Q18546693,Mary Darly,Printseller in 18th-century London,,
Q56389204,Vilmos Földes,hungarian caricaturist,+1942-09-11T00:00:00Z,
Q115463460,Ernesto Brod,Italian caricaturist and photographer,+1883-01-21T00:00:00Z,+1963-04-14T00:00:00Z
Q3327256,Xosé Filgueira Valverde,Spanish intellectual and writer,+1906-01-01T00:00:00Z,+1996-09-13T00:00:00Z
Q65940963,Tom Durie,Scottish fool or entertainer to Anne of Denmark,,
Q113676234,Imre Dunai,"Hungarian graphic artist, caricaturist and illustrator",+1948-07-15T00:00:00Z,
Q119299417,Georges Coutan,,+1853-03-09T00:00:00Z,+1890-08-03T00:00:00Z
Q108665079,Chung Kim-wah,,+1960-00-00T00:00:00Z,
Q1355698,"Joseph Marie, baron de Gérando","French jurist, philanthropist and philosopher of Italian descent (1772-1842)",+1772-02-29T00:00:00Z,+1842-11-10T00:00:00Z
Q21208691,Augusto Majani,Italian painter (1867-1959),+1867-01-30T00:00:00Z,+1959-01-08T00:00:00Z
Q429072,Pier Leone Ghezzi,Italian painter (1674-1755),+1674-06-28T00:00:00Z,+1755-03-06T00:00:00Z
Q15926718,Riclef Grolle,German bryologist and taxonomist (1934–2004),+1934-08-08T00:00:00Z,+2004-06-12T00:00:00Z
Q27837315,Ronald H. Pine,U.S. zoologist and taxonomist,+1938-02-15T00:00:00Z,
Q117288004,Hélène Laurin,polymath and lecturer,+1981-00-00T00:00:00Z,
Q823711,Bernd Kissel,German draughtsperson,+1978-05-24T00:00:00Z,
Q37482196,Luis Felipe López Jurado,"Spanish zoologist and taxonomist, active in 1987",+1952-00-00T00:00:00Z,
Q64508,Viktor von Weizsäcker,German physiologist (1886-1957),+1886-04-21T00:00:00Z,+1957-01-09T00:00:00Z
Q2407532,Tex Rubinowitz,German author,+1961-12-05T00:00:00Z,
Q30171728,Emilia Peruzzi,,+1827-02-14T00:00:00Z,+1900-05-08T00:00:00Z
Q95234977,Oliver Rolletter,,+1968-00-00T00:00:00Z,
Q471175,Lars Vilks,Swedish artist,+1946-06-20T00:00:00Z,+2021-10-03T00:00:00Z
Q19428241,Jean Baptiste Guth,French illustrator and caricaturist (1855-1922),+1855-01-04T00:00:00Z,+1922-07-19T00:00:00Z
Q23818645,Franco Bruna,Italian comic book artist and caricaturist,+1935-12-15T00:00:00Z,+2014-03-28T00:00:00Z
Q61111382,Otto Kirotar,,+1933-01-01T00:00:00Z,
Q61862021,Maria Picassó i Piquer,Catalan illustrator and cartoonist,+1983-00-00T00:00:00Z,
Q21152245,Schavarch Missakian,French Armenian journalist,+1884-00-00T00:00:00Z,+1957-01-26T00:00:00Z
Q11850780,Alexander Tawitz,Finnish painter (1879-1937),+1879-00-00T00:00:00Z,+1937-00-00T00:00:00Z
Q958594,Francis Schaeffer,American theologian,+1912-01-30T00:00:00Z,+1984-05-15T00:00:00Z
Q5585771,Jacob Hornemann Bredsdorff,botanist (1790-1841),+1790-03-08T00:00:00Z,+1841-06-16T00:00:00Z
Q12059344,John Hager,American dentist and cartoonist,+1858-06-29T00:00:00Z,+1932-06-14T00:00:00Z
Q1239049,Andrea Bacci,"Italian philosopher, physician and writer",+1524-01-01T00:00:00Z,+1600-10-24T00:00:00Z
Q41980,Democritus,Greek philosopher (c. 460–c. 370 BC),-0460-01-01T00:00:00Z,-0360-01-01T00:00:00Z
Q744014,Nicholas of Clémanges,French philosopher and theologian,+1363-01-01T00:00:00Z,+1437-01-01T00:00:00Z
Q376422,Federico Ferrari,Philosopher and art critic Italian contemporary.,+1969-09-15T00:00:00Z,
Q111249915,Jorge Meléndez Escobar,,+1896-03-06T00:00:00Z,+1984-03-19T00:00:00Z
Q21393617,Ignacio Doadrio,Spanish zoologist and ichthyologist,+1957-06-18T00:00:00Z,
Q12265665,Pedro Bernardo Villarreal,,+1669-05-26T00:00:00Z,+1740-02-19T00:00:00Z
Q182447,Brice Parain,French philosopher and writer,+1897-03-10T00:00:00Z,+1971-03-20T00:00:00Z
Q21076301,Klaas-Douwe B. Dijkstra,researcher,+1975-01-01T00:00:00Z,
Q9382419,Władysław Zajewski,Polish historian,+1930-07-26T00:00:00Z,
Q6564317,Bitō Jishū,Japanese scholar and educator of the Edo period,+1745-11-01T00:00:00Z,+1814-01-24T00:00:00Z
Q19545055,Lucien Haye,French comics artist (1876-1940),+1876-00-00T00:00:00Z,+1940-00-00T00:00:00Z
Q95903701,Marcel Mars-Trick,,,
Q42302513,Viljar Viljamäe,,+1938-00-00T00:00:00Z,+2009-03-13T00:00:00Z
Q15450242,Clara Ethelinda Larter,English botanist (1847-1936),+1847-06-27T00:00:00Z,+1936-05-13T00:00:00Z
Q21510988,Sophie Charlotte Ducker,German-Australian botanist (1909–2004),+1909-04-09T00:00:00Z,+2004-05-20T00:00:00Z
Q24689238,Ali Harb,"Lebanese writer, thinker and philosopher",+1941-00-00T00:00:00Z,
Q78690990,Larbi Sebbane,,+1948-00-00T00:00:00Z,
Q98913259,Jean Baptiste Obama,Cameroonian intellectual,+1925-04-19T00:00:00Z,+2003-04-16T00:00:00Z
Q55181865,Étienne Cartier,,+1813-09-24T00:00:00Z,+1887-11-05T00:00:00Z
Q57590742,Yvon Roy,Canadian comics artist,+1966-03-22T00:00:00Z,
Q201446,John Grinder,"American linguist, developer of neuro-linguistic programming",+1940-01-10T00:00:00Z,
Q12182175,Ishaq Al-Farhan,,+1934-00-00T00:00:00Z,+2018-07-06T00:00:00Z
Q11797932,Olgierd Kossowski,"Polish neurologist, psychiatrist and caricaturist",+1928-01-01T00:00:00Z,+2011-05-16T00:00:00Z
Q55070354,Christian Franz Paullini,German physician,+1643-02-25T00:00:00Z,+1712-06-10T00:00:00Z
Q78993,Carlo Antonio Martini,Austrian jurist and author (1726-1800),+1726-08-15T00:00:00Z,+1800-08-07T00:00:00Z
Q95152259,Lubomír Vaněk,,+1961-07-19T00:00:00Z,
Q2069144,Benjamin Roubaud,"French painter, draughtsman and cartoonist (1811-1847)",+1811-05-29T00:00:00Z,+1847-01-13T00:00:00Z
Q4496410,Hasan Shirazi,Iraqi religious servant,+1937-00-00T00:00:00Z,+1980-00-00T00:00:00Z
Q21069559,Mir Ahmad Shah,Afghan military general and Islamist intellectual,,+1978-00-00T00:00:00Z
Q335152,Arne Næss,Norwegian philosopher and mountain climber (1912-2009),+1912-01-27T00:00:00Z,+2009-01-12T00:00:00Z
Q5984465,Luis Vitale,,+1927-07-19T00:00:00Z,+2010-06-27T00:00:00Z
Q994181,Claude Charles Fauriel,"French historian, philologist and critic (1772-1844)",+1772-10-21T00:00:00Z,+1844-07-15T00:00:00Z
Q118867468,Jean Rapsomanikis,,+1885-00-00T00:00:00Z,+1937-10-11T00:00:00Z
Q73854813,Menda,cartoonist and filmmaker (1898-1970),+1898-00-00T00:00:00Z,+1970-09-09T00:00:00Z
Q852886,François Laruelle,French philosopher (1937-),+1937-08-22T00:00:00Z,
Q1870979,Lothar Schneider,,+1943-01-01T00:00:00Z,
Q19362278,Maurice Tournade,French journalist and caricaturist,+1925-04-01T00:00:00Z,+2014-11-07T00:00:00Z
Q12362578,Felix Randel,Estonian artist (1901-1977),+1901-07-01T00:00:00Z,+1977-02-10T00:00:00Z
Q1458869,Friedrich Andreas Ludwig Dorguth,German jurist and philosopher,+1776-12-01T00:00:00Z,+1854-10-10T00:00:00Z
Q18630304,Kálmán Gyöngy,Hungarian caricaturist,+1944-00-00T00:00:00Z,
Q302870,Piotr Paziński,Polish writer,+1973-07-09T00:00:00Z,
Q976669,Apollophanes of Antioch,Stoic philosopher,,
Q107104341,Muhammad Abu Laylah,Egyptian preacher,+1952-00-00T00:00:00Z,+2021-05-30T00:00:00Z
Q721704,Cesare Ripa,Italian art historian,+1555-01-01T00:00:00Z,+1645-01-01T00:00:00Z
Q107110752,Ahmad Abd al-Naʻīm,,,
Q4217675,A. I. Kafanov,,+1947-10-21T00:00:00Z,+2007-04-26T00:00:00Z
Q1112049,Hasan Hanafi,Egyptian professor and Chair of the philosophy department at Cairo University,+1935-02-23T00:00:00Z,+2021-10-21T00:00:00Z
Q5982460,Luisa de Medrano,Spanish scholar,+1484-08-09T00:00:00Z,+1527-01-01T00:00:00Z
Q564886,Zhang Dongsun,Chinese philosopher (1886-1973),+1886-01-01T00:00:00Z,+1973-01-01T00:00:00Z
Q12276570,Georgi Mashev,Bulgarian painter (1887-1946),+1887-01-01T00:00:00Z,+1946-08-10T00:00:00Z
Q990156,László Erdei,Hungarian philosopher,+1920-10-18T00:00:00Z,+1996-01-14T00:00:00Z
Q12178868,Aḥmad Rāʾif,,+1940-00-00T00:00:00Z,+2011-01-27T00:00:00Z
Q13231953,Neil A. Oakman,"British naturalist, botanist, taxonomist and horticulturist",+1962-01-01T00:00:00Z,
Q22928946,Mohamed Wakidi,Moroccan writer,+1946-00-00T00:00:00Z,+2020-08-07T00:00:00Z
Q3047707,Vicente Risco,galician intellectual,+1884-09-30T00:00:00Z,+1963-04-30T00:00:00Z
Q174929,Tertullian,Roman Christian theologian and writer (c.155–c.220),+0150-00-00T00:00:00Z,+0220-00-00T00:00:00Z
Q2513804,Peter de Wit,Dutch comics artist and cartoonist,+1958-03-10T00:00:00Z,
Q57069,Günter Ralfs,German philosopher,+1899-12-17T00:00:00Z,+1960-04-20T00:00:00Z
Q18527569,John Scoggin,"Scoggin [Scogan, Scogin, Skogyn], John (<em>supp. </em><em>fl. </em>1480), supposed court jester and author",,
Q55172162,Leonard Frank Reynolds,"Australian painter, illustrator and cartoonist (1897-1939)",+1897-03-03T00:00:00Z,+1939-08-21T00:00:00Z
Q113784186,Alois Jesner,,+1956-02-19T00:00:00Z,
Q21609904,Bertha M. Stoneman,American born South African botanist (1866-1943),+1866-08-18T00:00:00Z,+1943-04-30T00:00:00Z
Q3273753,Maba Diakhou Bâ,Senegalese Muslim leader,+1809-00-00T00:00:00Z,+1867-01-01T00:00:00Z
Q109732601,Maître Guillaume,,+1550-00-00T00:00:00Z,+1624-00-00T00:00:00Z
Q1321019,Alan Chalmers,Australian philosopher of science,+1939-01-01T00:00:00Z,
Q30611339,István Endrődi,,+1920-06-16T00:00:00Z,+1988-03-02T00:00:00Z
Q121493912,Martin Koser-Michaëls,,+1903-01-01T00:00:00Z,+1971-01-01T00:00:00Z
Q17146813,Ou Guangchen,Chinese general,,+1653-01-01T00:00:00Z
Q12778520,Viktor Kubal,"graphic artist, cartoonist, film director, screenwriter",+1923-03-20T00:00:00Z,+1997-04-24T00:00:00Z
Q20735537,J. Blass,"French caricaturist, editorial cartoonist and illustrator (1847-1892)",+1847-01-03T00:00:00Z,+1892-06-17T00:00:00Z
Q3092534,Félix Martí Ibáñez,"Spanish physician, psychiatrist, author, and polymath",+1911-12-25T00:00:00Z,+1972-05-24T00:00:00Z
Q15975,Montesquieu,French social commentator and political thinker (1689-1755),+1689-01-18T00:00:00Z,+1755-02-10T00:00:00Z
Q707724,Costanzo Preve,Italian philosopher,+1943-04-14T00:00:00Z,+2013-11-23T00:00:00Z
Q1066528,Charles Yriarte,French writer,+1832-12-05T00:00:00Z,+1898-04-10T00:00:00Z
Q36367697,Xiao-Ping Wu,"Chinese malacologist and taxonomist at College of Life Science and Food Engineering, Nanchang University",,
Q19958821,Renate Alf,,+1956-01-01T00:00:00Z,
Q2959216,Charles Gir,"French affichiste, painter and caricaturist (1883-1941)",+1883-11-01T00:00:00Z,+1941-03-22T00:00:00Z
Q6394524,Kerry G. Johnson,artist,+1966-09-30T00:00:00Z,
Q112525112,Eugen Normand,,+1891-00-00T00:00:00Z,
Q24040459,Charles R. Macauley,American illustrator and editorial cartoonist,+1871-03-19T00:00:00Z,+1934-11-24T00:00:00Z
Q264593,Caspar Bartholin the Elder,Danish polymath (1585-1629),+1585-02-12T00:00:00Z,+1629-07-13T00:00:00Z
Q334846,"Edmund Allenby, 1st Viscount Allenby",British Army general (1861-1936),+1861-04-23T00:00:00Z,+1936-05-14T00:00:00Z
Q11134671,lcang lo can bsod nams rgyal po,a member of the Lcang lo can aristocratic family,+1897-01-01T00:00:00Z,+1972-01-01T00:00:00Z
Q19960274,Otto Emil Lau,,+1853-01-01T00:00:00Z,+1917-05-01T00:00:00Z
Q4076293,Ivan Balakirev,court jester of Peter I,+1699-01-01T00:00:00Z,+1763-01-01T00:00:00Z
Q95149643,Jan Černý,,+1919-09-10T00:00:00Z,+1997-03-19T00:00:00Z
Q360827,Kurt Westergaard,Danish cartoonist,+1935-07-13T00:00:00Z,+2021-07-14T00:00:00Z
Q99394450,Paolo Calleri,editorial cartoonist,+1977-01-01T00:00:00Z,
Q16438247,Adrianne Wadewitz,academic and Wikipedian,+1977-01-06T00:00:00Z,+2014-04-08T00:00:00Z
Q112429195,Marija Vasil'jevna Olsuf'jeva,,+1907-00-00T00:00:00Z,+1988-00-00T00:00:00Z
Q2343190,William Ralston Shedden-Ralston,British scholar and translator (1828-1889),+1828-04-04T00:00:00Z,+1889-08-06T00:00:00Z
Q1214189,György Nagy,,+1938-01-01T00:00:00Z,+1998-12-26T00:00:00Z
Q469882,Robert Green Ingersoll,"American lawyer, orator, and politician (1833-1899)",+1833-08-11T00:00:00Z,+1899-07-21T00:00:00Z
Q52158469,Leonardus Marius Van Der Goes,,+1588-01-01T00:00:00Z,+1652-01-01T00:00:00Z
Q18654792,Pietro Cerniti,Italian medieval law scholar,,
Q11682096,Jordi Ginés i Soteras,Spanish comics artist,+1930-06-19T00:00:00Z,+1996-06-11T00:00:00Z
Q24545750,Marko Pikkat,,+1987-01-01T00:00:00Z,
Q16403286,Erna von Brinckmann,,+1899-10-09T00:00:00Z,+1967-05-08T00:00:00Z
Q57497,Carl Stumpf,German philosopher,+1848-04-21T00:00:00Z,+1936-12-25T00:00:00Z
Q984380,Timothy Williamson,British philosopher,+1955-08-06T00:00:00Z,
Q1383356,Joseph Volotsky,Russian saint,+1440-11-14T00:00:00Z,+1515-09-09T00:00:00Z
Q9185252,Catherine A. Forster,U.S. paleontologist and taxonomist,+1953-01-01T00:00:00Z,
Q1671063,Hans Thomae,German psychologist and philosopher (1915-2001),+1915-07-31T00:00:00Z,+2001-11-16T00:00:00Z
Q5908204,Ida Mandenova,"Soviet/Georgian botanist, taxonomist and botanical collector (1907-1995)",+1907-07-26T00:00:00Z,+1995-09-04T00:00:00Z
Q63104132,Diego de Acedo,servant of Philip IV of Spain,+1625-00-00T00:00:00Z,+1675-00-00T00:00:00Z
Q542808,Hermarchus,ancient Greek philosopher,-0325-00-00T00:00:00Z,-0250-00-00T00:00:00Z
Q518748,Jean Guéhenno,French writer (1890-1978),+1890-03-25T00:00:00Z,+1978-09-22T00:00:00Z
Q95904857,Maurice Leroy,,,
Q13040377,Jeton Mikullovci,,+1964-01-01T00:00:00Z,
Q7079954,Ogden Whitney,American comics creator,+1918-01-01T00:00:00Z,
Q44776622,Imad Abu Kishek,President of Al-Quds University,+1966-08-20T00:00:00Z,
Q214015,Paul Edwards,Austrian-American philosopher,+1923-09-02T00:00:00Z,+2004-12-09T00:00:00Z
Q3134389,Heruy Welde Sellase,Ethiopian politician,+1878-05-08T00:00:00Z,+1938-09-19T00:00:00Z
Q74524,Perkeo of Heidelberg,18th-century court jester,+1702-01-01T00:00:00Z,+1800-01-01T00:00:00Z
Q104040,Gerard Radnitzky,German philosopher (1921-2006),+1921-07-02T00:00:00Z,+2006-03-11T00:00:00Z
Q60137,Eckhart Tolle,German writer,+1948-02-16T00:00:00Z,
Q3167641,Jean-Marie Domenach,French writer (1922-1997),+1922-02-13T00:00:00Z,+1997-07-05T00:00:00Z
Q63493235,Alexander,fictional character from Plato's Stepchildren,,
Q1305065,Steve Bell,Political cartoonist,+1951-02-26T00:00:00Z,
Q110914566,Denis Boyau Loyongo,,+1950-12-22T00:00:00Z,+2020-09-11T00:00:00Z
Q54887548,Antoni Puig i Artigas,,+1886-04-30T00:00:00Z,+1960-02-08T00:00:00Z
Q2575534,Johann Wilhelm Volker,German painter (1811-1873),+1811-12-11T00:00:00Z,+1873-12-18T00:00:00Z
Q837973,Seku Amadu,Founder/ Massina empire,+1776-01-01T00:00:00Z,+1845-01-01T00:00:00Z
Q485293,Chang Hyo-hui,minister,+1948-01-01T00:00:00Z,+2003-12-02T00:00:00Z
Q246354,Ágost Greguss,writer (1825–1882),+1825-04-27T00:00:00Z,+1882-12-13T00:00:00Z
